target_id,target_label,judge_id,judge_label,n_pairs,mean_delta,median_delta,ci95_low,ci95_high,positive_rate,zero_rate,negative_rate,cohens_dz,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,metric,ci_method,effect
gemini-3.1-flash-lite-preview,Gemini,deepseek-v4-pro,DeepSeek judge,1000,-0.057166666666666664,0.0,-0.08266666666666665,-0.032,0.209,0.471,0.32,-0.14105239868260705,-4.460468492671721,9.105715695937024e-06,209228.0,4.83153354930506e-06,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.0007,0.0,-0.0001,0.0017,0.006,0.993,0.001,0.04833685675218849,1.528545622702047,0.12669367662257378,247759.0,0.7537577186355976,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.0005,0.0,-0.0015,0.00030000000000000003,0.002,0.993,0.005,-0.03450656775335394,-1.0911934833551777,0.2754508589223619,248754.5,0.8506208145351112,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.00019999999999999996,0.0,-0.002,0.0016,0.003,0.993,0.004,-0.006897368627630965,-0.21811394725103656,0.8273848753487691,249753.0,0.9500957289928076,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.0013333333333333333,0.0,0.00025,0.0025854166666666365,0.01,0.988,0.002,0.06898231001473305,2.1814121790639978,0.029385479862284854,246271.0,0.6171760122012679,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.001,0.0,-0.002333333333333333,0.0001666666666666667,0.004,0.987,0.009,-0.049864307024606765,-1.5768478414369111,0.11514713000867421,247760.0,0.754544563075275,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.0003333333333333333,0.0,-0.0021666666666666666,0.002666666666666667,0.007,0.988,0.005,0.008602643889383497,0.27203948589781457,0.785647869997295,249257.0,0.9007259666194863,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,0.0001,0.0,-0.00030000000000000003,0.0005,0.003,0.995,0.002,0.014136476505607709,0.44703463847178415,0.6549469494305251,249751.0,0.9498460966026531,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,-0.00030000000000000003,0.0,-0.0009000000000000001,0.00030000000000000003,0.002,0.994,0.004,-0.0316227766016838,-1.0,0.31755266017641226,249251.5,0.8998891670786837,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,-0.0002,0.0,-0.0014000000000000002,0.001,0.003,0.994,0.003,-0.01053623911573081,-0.3331851357786779,0.7390644499853419,250248.5,0.9998492113764876,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,-1.3877787807814457e-20,0.0,-0.0010833333333333333,0.0009999999999999998,0.012,0.977,0.011,-8.3225083069915015e-19,-5.263616419152997e-17,1.0,249757.5,0.9509225782789437,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,-0.0008333333333333333,0.0,-0.0019166666666666666,0.0001666666666666667,0.009,0.975,0.016,-0.05003757986250175,-1.5823272096808045,0.11389140913807799,246782.0,0.6650166452858002,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,gpt-5.5,GPT judge,1000,0.0006666666666666666,0.0,-0.0014999999999999998,0.0026666666666666666,0.015,0.977,0.008,0.019993996698048758,0.6322656909571993,0.5273579504134068,246807.5,0.6670407127354206,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,0.015600000000000001,0.0,0.0058000000000000005,0.0256,0.138,0.771,0.091,0.09666777859231326,3.0569035670057527,0.0022958273244925776,229497.5,0.015773801280380306,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,0.0724,0.0,0.0608,0.0845,0.223,0.745,0.032,0.3779510056176802,11.951860217029635,7.215207740897908e-31,165971.5,1.9814310206494256e-22,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,-0.0264,0.0,-0.0482,-0.00479500000000007,0.103,0.767,0.13,-0.07556282082925447,-2.3895062024765736,0.01705565858657904,237538.5,0.1396167454564635,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,0.019333333333333334,0.0,0.008666666666666668,0.030166666666666668,0.337,0.413,0.25,0.11094830323080782,3.5084934074037086,0.0004707284883695006,217854.5,0.00034151316100315096,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,0.0115,0.0,-0.00033333333333333484,0.023668749999999975,0.266,0.382,0.352,0.05933980504025209,1.8764893983753617,0.06087944098833188,237561.0,0.16142454938186435,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,qwen3-8b-q8_0,Qwen judge,1000,0.037000000000000005,0.0,0.015500000000000005,0.05833333333333334,0.377,0.401,0.222,0.10689608108848053,3.380350891856495,0.0007519508236424721,200270.5,3.366301320200732e-08,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.030699999999999998,0.0,0.020097499999999997,0.04130249999999996,0.306,0.509,0.185,0.1769588908517582,5.595931473086894,2.833541428664403e-08,202323.0,9.067632262853319e-08,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.0583,0.0,0.047400000000000005,0.0693,0.365,0.496,0.139,0.33436511977348915,10.573553485992292,7.668118461086609e-25,163117.5,2.9006909222867874e-22,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.025799999999999997,0.0,0.005800000000000001,0.045599999999999995,0.265,0.526,0.209,0.0792888733734729,2.507334329688528,0.01232231669445819,227991.0,0.012921700649672106,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.02866666666666667,0.0,0.018083333333333337,0.03933333333333334,0.322,0.468,0.21,0.16399437147436938,5.185957373067528,2.601141649479976e-07,206177.0,1.0059907888689211e-06,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.04966666666666667,0.0,0.03958333333333334,0.05975,0.388,0.459,0.153,0.30693304317565395,9.706075056018669,2.403281863019079e-21,162964.5,3.717345869439292e-22,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
gemini-3.1-flash-lite-preview,Gemini,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.039,0.0,0.019499999999999997,0.058833333333333335,0.294,0.475,0.231,0.12307509647674089,3.891976281114657,0.00010602463104307436,223949.0,0.003501723190893222,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.0087,0.0,-0.0147,-0.0035000000000000005,0.012,0.961,0.027,-0.0966522748278241,-3.056413294924827,0.002299549820180974,242846.0,0.35831831763120114,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,0.0031000000000000003,0.0,-0.004,0.0105,0.025,0.96,0.015,0.026686597748728957,0.8439043188670536,0.39892490352926163,245364.0,0.5445740254474178,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.0146,0.0,-0.024599999999999997,-0.0054,0.012,0.963,0.025,-0.09485614320779442,-2.999614625957408,0.0027702473510722993,243762.5,0.4204812995896776,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.03525,0.0,-0.0465,-0.02408333333333333,0.132,0.618,0.25,-0.19708177006605807,-6.2322727870633665,6.768854217490773e-10,201676.0,3.730018748182826e-08,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.07158333333333333,0.0,-0.084,-0.05908125000000002,0.091,0.588,0.321,-0.3520647901232583,-11.133266207386487,3.20024261380875e-27,156743.5,5.206399126094379e-26,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.01916666666666667,0.0,-0.0405,0.0024999999999999966,0.173,0.632,0.195,-0.05576989568662923,-1.7635989523974849,0.07810516708894118,240499.0,0.2682037086876087,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.0006000000000000002,0.0,-0.0085,0.007299999999999999,0.019,0.96,0.021,-0.004732232693675305,-0.1496463372992785,0.8810738530499008,249280.5,0.904303110422699,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.00020000000000000028,0.0,-0.0085,0.0076,0.022,0.961,0.017,-0.00155246207829889,-0.04909316148463167,0.9608548662137814,247823.5,0.763381917728112,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.0136,0.0,-0.028599999999999997,0.00019999999999999996,0.014,0.961,0.025,-0.059305793198781404,-1.8754138495107224,0.06102730328479789,244828.0,0.5011520464572023,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.00016666666666666685,0.0,-0.007916666666666666,0.00825,0.034,0.934,0.032,0.001289812554471638,0.040787454268103686,0.9674734908881764,249307.0,0.9079280615917218,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.00016666666666666663,0.0,-0.008666666666666666,0.007833333333333335,0.034,0.936,0.03,-0.0012688556011836711,-0.04012473721602634,0.9680016974075982,248320.5,0.8127852470666689,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.013333333333333332,0.0,-0.028666666666666663,0.0005000000000000009,0.029,0.936,0.035,-0.05700386779229243,-1.8026205766275811,0.07174911331144611,247259.5,0.7135700986537793,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,0.0059,0.0,-0.0030999999999999995,0.015002499999999966,0.074,0.855,0.071,0.04018466959684959,1.2707508294736491,0.20411314038107795,248501.0,0.8349179243882403,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,0.0015,0.0,-0.008600000000000002,0.0114,0.082,0.854,0.064,0.009361584620262401,0.2960392990843165,0.7672615956225037,242224.0,0.3390651149077377,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,-0.023799999999999998,0.0,-0.042405000000000005,-0.0066,0.054,0.86,0.086,-0.08404399451250023,-2.6577044631819335,0.007993100229679367,235474.5,0.07782832774287722,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,0.007083333333333332,0.0,-0.0025000000000000005,0.016833333333333336,0.091,0.825,0.084,0.04518136624213029,1.4287602512337438,0.15338573716758844,246681.0,0.6735224392789296,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,0.0030833333333333333,0.0,-0.007416666666666667,0.013583333333333333,0.093,0.828,0.079,0.018431788836459594,0.582864340744771,0.5601161667099488,243724.5,0.44069450574037083,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,gpt-5.5,GPT judge,1000,-0.028499999999999998,0.0,-0.048333333333333325,-0.010333333333333335,0.066,0.83,0.104,-0.09498534289893305,-3.0037002789272917,0.0027336516234012444,232862.5,0.039816193643892966,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,0.0048,0.0,-0.005300000000000001,0.015099999999999999,0.097,0.806,0.097,0.0295737312076767,0.9352034952586046,0.34990943776775746,249536.5,0.9332380481465681,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,0.0436,0.0,0.0327,0.0549,0.165,0.796,0.039,0.24361316758595505,7.703724775799212,3.175406467472932e-14,193314.0,2.6205961964605686e-11,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.0408,0.0,-0.062200000000000005,-0.0198,0.073,0.805,0.122,-0.11939621464530786,-3.7756398228152577,0.00016901002421981976,227674.5,0.008053241218687737,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.005500000000000001,0.0,-0.015333333333333336,0.004585416666666637,0.208,0.531,0.261,-0.033922383407337754,-1.0727199522869069,0.28365584271521954,232558.0,0.0481840898249862,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.009666666666666669,0.0,-0.02091666666666667,0.0015833333333333322,0.181,0.5,0.319,-0.053094292273665786,-1.6789889433946386,0.09346691254784191,207850.5,2.35948672131575e-06,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,0.013000000000000005,0.0,-0.008666666666666665,0.034337499999999944,0.276,0.524,0.2,0.038077730967021384,1.2041235798691343,0.22882703384687497,222653.0,0.002073228179092107,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.0959,0.0,0.08220000000000002,0.10980000000000001,0.477,0.357,0.166,0.4311139070743784,13.633018773292134,6.143423578387268e-39,135751.5,1.7315307568487964e-36,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
